rank,net_profit,win_rate_percent,total_trades,pivot,sl_mult,tp_mult,ote,tf_filter
1,4699.934255195862,76.92307692307692,13,7,2.9751391709853587,4.999934255195862,0.7154927297389203,none
2,4699.884876534519,76.92307692307692,13,7,2.7973463886323313,4.999884876534519,0.7518045884160622,none
3,4699.646749385429,76.92307692307692,13,7,2.776778144079717,4.999646749385429,0.7455440971380527,none
