,day,side,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,pnl_dollars,rr,ote_high_used,ote_low_used,4h_trend,1h_trend
0,2020-01-02,short,2020-01-02 10:16:00-05:00,1529.128,1530.5396545609674,1522.4583447864782,2020-01-02 10:28:00-05:00,1530.5396545609674,sl,-100.0,-1.0,1530.498,1525.668,,Downtrend
1,2020-01-03,long,2020-01-03 09:03:00-05:00,1545.145,1544.9007940650004,1546.2988016683248,2020-01-03 09:05:00-05:00,1544.9007940650004,sl,-100.0,-1.0,1547.315,1544.908,,Uptrend
2,2020-01-06,long,2020-01-06 11:31:00-05:00,1562.378,1560.8323928164589,1569.6805422045852,2020-01-06 11:34:00-05:00,1560.8323928164589,sl,-100.00000000000001,-1.0000000000000002,1565.668,1560.878,,Uptrend
3,2020-01-07,short,2020-01-07 11:05:00-05:00,1569.925,1571.1645769611998,1564.0683611519228,2020-01-07 11:51:00-05:00,1571.1645769611998,sl,-100.0,-1.0,1571.128,1567.478,Uptrend,Downtrend
4,2020-01-09,short,2020-01-09 09:17:00-05:00,1551.855,1553.6891205244685,1543.1893165838924,2020-01-09 12:00:00-05:00,1549.445,close,131.39812612360578,0.0,1553.635,1547.648,Uptrend,Downtrend
5,2020-01-10,long,2020-01-10 08:51:00-05:00,1549.188,1547.155011351249,1558.7932771797655,2020-01-10 08:59:00-05:00,1547.155011351249,sl,-100.0,-1.0,1556.528,1547.215,Uptrend,Uptrend
6,2020-01-13,short,2020-01-13 08:41:00-05:00,1555.075,1555.641722633965,1552.3974011916523,2020-01-13 08:51:00-05:00,1555.641722633965,sl,-100.0,-1.0,1555.625,1552.758,Downtrend,Downtrend
7,2020-01-14,short,2020-01-14 11:07:00-05:00,1543.845,1544.3189862029526,1541.605553723927,2020-01-14 12:00:00-05:00,1542.075,close,373.4285911645163,0.0,1544.305,1540.868,Uptrend,Uptrend
8,2020-01-15,long,2020-01-15 09:36:00-05:00,1551.995,1551.503496915634,1554.3172084210573,2020-01-15 09:48:00-05:00,1551.503496915634,sl,-100.0,-1.0,1556.958,1551.518,Uptrend,Downtrend
9,2020-01-15,short,2020-01-15 11:56:00-05:00,1552.225,1553.310016242846,1547.0986153723807,2020-01-15 12:00:00-05:00,1552.008,close,19.99970059717081,0.0,1553.278,1548.655,Uptrend,Downtrend
