,day,side,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,pnl_dollars,rr,ote_high_used,ote_low_used,4h_trend,1h_trend
0,2018-01-02,short,2018-01-02 09:32:00-05:00,1314.07,1314.498407092849,1313.057134429454,2018-01-02 09:41:00-05:00,1313.057134429454,tp,236.42595733185604,2.3642595733185603,1314.28,1312.74,,
1,2018-01-03,short,2018-01-03 08:07:00-05:00,1314.98,1316.2448209407917,1311.9896349821988,2018-01-03 08:25:00-05:00,1316.2448209407917,sl,-100.0,-1.0,1315.6,1313.32,,Uptrend
2,2018-01-03,long,2018-01-03 10:02:00-05:00,1315.001744801431,1311.570928604789,1323.1130848386392,2018-01-03 12:00:00-05:00,1316.97,close,57.369881851893034,0.0,1317.84,1313.32,,Downtrend
3,2018-01-04,long,2018-01-04 08:36:00-05:00,1313.51,1311.4903665622837,1318.2849376897157,2018-01-04 10:38:00-05:00,1318.2849376897157,tp,236.42595733189145,2.3642595733189147,1317.05,1312.52,Uptrend,Uptrend
4,2018-01-04,short,2018-01-04 10:11:00-05:00,1315.78,1317.044820940792,1312.7896349821976,2018-01-04 10:37:00-05:00,1317.044820940792,sl,-100.0,-1.0,1316.4,1314.15,Uptrend,Uptrend
5,2018-01-05,long,2018-01-05 08:08:00-05:00,1316.77,1315.3419763571703,1320.146218568486,2018-01-05 08:30:00-05:00,1320.146218568486,tp,236.4259573319014,2.364259573319014,1318.22,1316.07,Uptrend,Downtrend
6,2018-01-05,short,2018-01-05 10:08:00-05:00,1318.99,1324.8244965978465,1305.1957355630443,2018-01-05 12:00:00-05:00,1320.82,close,-31.36517382965607,0.0,1321.85,1313.61,Uptrend,Uptrend
7,2018-01-09,long,2018-01-09 11:02:00-05:00,1311.24,1309.4243699398307,1315.532620751361,2018-01-09 12:00:00-05:00,1311.31,close,3.855410941665634,0.0,1312.94,1310.35,Uptrend,Uptrend
8,2018-01-11,short,2018-01-11 09:22:00-05:00,1321.051675247202,1322.4558809914026,1317.731768373566,2018-01-11 09:57:00-05:00,1322.4558809914026,sl,-100.0,-1.0,1321.74,1319.89,Uptrend,Uptrend
9,2018-01-12,short,2018-01-12 08:33:00-05:00,1329.1232699367708,1336.4403204092553,1311.8238633087415,2018-01-12 12:00:00-05:00,1330.82,close,-23.18871613103676,0.0,1332.71,1323.07,Uptrend,Uptrend
10,2018-01-15,long,2018-01-15 10:48:00-05:00,1340.72,1340.0671891918494,1342.2634142027362,2018-01-15 12:00:00-05:00,1340.57,close,-22.97756074612548,0.0,1341.58,1340.4,Downtrend,Uptrend
11,2018-01-17,long,2018-01-17 09:49:00-05:00,1335.06,1334.896797297962,1335.445853550685,2018-01-17 09:49:00-05:00,1335.445853550685,tp,236.42595733193494,2.3642595733193494,1336.35,1335.14,Downtrend,Downtrend
12,2018-01-18,long,2018-01-18 09:20:00-05:00,1329.08,1326.550358118416,1335.0607300356032,2018-01-18 12:00:00-05:00,1329.62,close,21.346895144771725,0.0,1331.24,1327.84,Downtrend,Uptrend
13,2018-01-18,short,2018-01-18 11:23:00-05:00,1332.2,1333.0772145234528,1330.1260371650728,2018-01-18 11:48:00-05:00,1330.1260371650728,tp,236.42595733186053,2.364259573318605,1331.77,1328.55,Downtrend,Downtrend
14,2018-01-19,long,2018-01-19 08:01:00-05:00,1333.84,1333.14638851634,1335.4798775904069,2018-01-19 08:41:00-05:00,1335.4798775904069,tp,236.425957331915,2.36425957331915,1334.9,1333.5,Downtrend,Downtrend
15,2018-01-23,long,2018-01-23 11:02:00-05:00,1337.21,1336.842793920415,1338.0781704890396,2018-01-23 11:18:00-05:00,1336.842793920415,sl,-100.0,-1.0,1338.66,1337.03,Uptrend,Uptrend
16,2018-01-23,short,2018-01-23 11:40:00-05:00,1338.13,1339.2112179009996,1335.5737202267183,2018-01-23 12:00:00-05:00,1337.43,close,64.74180637898773,0.0,1338.66,1336.2,Uptrend,Uptrend
17,2018-01-24,short,2018-01-24 08:42:00-05:00,1352.48,1353.826422291811,1349.296708206856,2018-01-24 09:31:00-05:00,1353.826422291811,sl,-100.0,-1.0,1353.14,1351.26,Uptrend,Uptrend
18,2018-01-25,short,2018-01-25 09:35:00-05:00,1356.58,1357.4368141856978,1354.554268858908,2018-01-25 09:41:00-05:00,1354.554268858908,tp,236.4259573319188,2.364259573319188,1357.0,1353.97,Downtrend,Uptrend
19,2018-01-26,long,2018-01-26 09:51:00-05:00,1351.7408613973118,1349.6990703422307,1356.5681854460045,2018-01-26 12:00:00-05:00,1353.22,close,72.44319143269998,0.0,1353.43,1350.74,Uptrend,Uptrend
20,2018-01-29,long,2018-01-29 09:43:00-05:00,1342.79,1339.6687483235296,1350.169449156833,2018-01-29 11:06:00-05:00,1339.6687483235296,sl,-100.0,-1.0,1345.52,1341.26,Uptrend,Uptrend
21,2018-01-31,short,2018-01-31 09:22:00-05:00,1343.64,1344.700817563245,1341.1319519205535,2018-01-31 10:00:00-05:00,1344.700817563245,sl,-100.0,-1.0,1344.16,1342.46,Downtrend,Downtrend
22,2018-02-02,long,2018-02-02 09:46:00-05:00,1334.7968951142843,1332.3755889932027,1340.5214912909873,2018-02-02 09:53:00-05:00,1332.3755889932027,sl,-100.0,-1.0,1336.8,1333.61,Uptrend,Downtrend
23,2018-02-06,long,2018-02-06 08:41:00-05:00,1335.04,1333.1223682510572,1339.5737792205382,2018-02-06 09:30:00-05:00,1333.1223682510572,sl,-100.0,-1.0,1337.61,1334.1,Downtrend,Downtrend
24,2018-02-07,long,2018-02-07 11:27:00-05:00,1320.9643254595594,1318.2014557790778,1327.4964665514706,2018-02-07 11:53:00-05:00,1318.2014557790778,sl,-100.00000000000001,-1.0000000000000002,1323.25,1319.61,Downtrend,Downtrend
25,2018-02-08,long,2018-02-08 08:34:00-05:00,1313.19,1312.3127854765473,1315.2639628349273,2018-02-08 08:47:00-05:00,1315.2639628349273,tp,236.42595733186053,2.364259573318605,1314.9,1312.76,Uptrend,Uptrend
26,2018-02-08,short,2018-02-08 10:47:00-05:00,1314.97,1317.5812432326027,1308.7963431890548,2018-02-08 11:44:00-05:00,1317.5812432326027,sl,-100.0,-1.0,1316.25,1312.35,Uptrend,Uptrend
27,2018-02-09,short,2018-02-09 08:48:00-05:00,1315.13,1316.190817563245,1312.6219519205536,2018-02-09 09:32:00-05:00,1312.6219519205536,tp,236.42595733189123,2.3642595733189125,1315.65,1313.46,Uptrend,Uptrend
28,2018-02-09,long,2018-02-09 09:08:00-05:00,1314.4608613973119,1312.4190703422307,1319.2881854460045,2018-02-09 09:32:00-05:00,1312.4190703422307,sl,-100.0,-1.0,1316.15,1313.46,Uptrend,Uptrend
29,2018-02-12,long,2018-02-12 08:19:00-05:00,1318.02,1317.6731942581698,1318.839938795204,2018-02-12 08:35:00-05:00,1317.6731942581698,sl,-100.0,-1.0,1319.67,1317.85,Downtrend,Uptrend
