,day,side,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,pnl_dollars,rr,ote_low_used,ote_high_used,4h_trend,1h_trend
0,2009-03-16,long,2009-03-16 08:32:00-04:00,923.9,919.8055279394816,933.5858397117537,2009-03-16 09:17:00-04:00,919.8055279394816,sl,-100.0,-1.0,921.95,927.33,Uptrend,Downtrend
1,2009-03-17,long,2009-03-17 10:03:00-04:00,916.83,911.8956362347598,928.5026786269858,2009-03-17 12:00:00-04:00,917.35,close,10.53833938355091,0.0,914.48,921.63,Uptrend,Uptrend
2,2009-03-18,short,2009-03-18 09:08:00-04:00,906.93,908.8197563356241,902.4596124407284,2009-03-18 09:14:00-04:00,902.4596124407284,tp,236.5589401659585,2.365589401659585,904.8,907.83,Uptrend,Downtrend
3,2009-03-20,long,2009-03-20 11:07:00-04:00,950.95,943.2859881944139,969.0799051014889,2009-03-20 12:00:00-04:00,955.15,close,54.80158573005638,0.0,947.3,958.9,Uptrend,Uptrend
4,2009-03-23,long,2009-03-23 09:56:00-04:00,948.45,942.8857174562182,961.6128078134099,2009-03-23 12:00:00-04:00,951.63,close,57.150225118486425,0.0,945.8,955.25,Downtrend,Downtrend
5,2009-03-24,long,2009-03-24 09:59:00-04:00,920.992077219853,916.8092543895539,930.8869185762285,2009-03-24 12:00:00-04:00,923.88,close,69.0424361086449,0.0,919.0,924.33,Uptrend,Downtrend
6,2009-03-25,long,2009-03-25 09:41:00-04:00,919.75,913.3458257514968,934.8996467286407,2009-03-25 09:58:00-04:00,934.8996467286407,tp,236.55894016596423,2.3655894016596424,916.7,926.25,Uptrend,Uptrend
7,2009-03-25,short,2009-03-25 11:34:00-04:00,929.3147178425905,931.4885300827272,924.1723706461253,2009-03-25 12:00:00-04:00,929.25,close,2.977158808640819,0.0,927.58,930.35,Uptrend,Downtrend
8,2009-03-26,short,2009-03-26 08:27:00-04:00,941.9,942.1099729261805,941.403290271192,2009-03-26 08:27:00-04:00,941.403290271192,tp,236.55894016593166,2.3655894016593164,938.13,942.0,Downtrend,Downtrend
9,2009-03-27,long,2009-03-27 11:12:00-04:00,919.9,918.4301895167368,923.3769681016555,2009-03-27 11:14:00-04:00,923.3769681016555,tp,236.5589401659662,2.365589401659662,920.6,923.6,Uptrend,Uptrend
10,2009-03-30,short,2009-03-30 11:31:00-04:00,928.83,931.706629088672,922.0250767153318,2009-03-30 11:48:00-04:00,922.0250767153318,tp,236.55894016596446,2.3655894016596446,925.4,930.2,Downtrend,Downtrend
11,2009-03-31,short,2009-03-31 10:59:00-04:00,918.9,920.6847698725337,914.6779673051327,2009-03-31 11:24:00-04:00,920.6847698725337,sl,-100.0,-1.0,912.15,919.75,Downtrend,Uptrend
12,2009-04-01,short,2009-04-01 08:05:00-04:00,928.65,931.2326669920194,922.5404703356627,2009-04-01 08:32:00-04:00,931.2326669920194,sl,-100.0,-1.0,926.28,929.88,Downtrend,Downtrend
13,2009-04-02,long,2009-04-02 08:24:00-04:00,912.3410756768665,907.5304370371416,923.7210714582139,2009-04-02 09:22:00-04:00,907.5304370371416,sl,-100.0,-1.0,910.05,916.18,Uptrend,Downtrend
14,2009-04-03,long,2009-04-03 09:46:00-04:00,902.75,902.5400270738195,903.246709728808,2009-04-03 09:47:00-04:00,903.246709728808,tp,236.55894016593166,2.3655894016593164,902.65,910.1,Downtrend,Downtrend
15,2009-04-06,short,2009-04-06 08:11:00-04:00,881.65,883.5397563356239,877.179612440729,2009-04-06 08:24:00-04:00,877.179612440729,tp,236.55894016595687,2.3655894016595687,878.58,882.55,Downtrend,Downtrend
16,2009-04-06,long,2009-04-06 11:34:00-04:00,868.58,863.5406497716693,880.5010334913901,2009-04-06 12:00:00-04:00,872.35,close,74.81123218635277,0.0,866.18,873.08,Downtrend,Uptrend
17,2009-04-07,long,2009-04-07 09:17:00-04:00,875.63,871.2205685502107,886.060904304966,2009-04-07 12:00:00-04:00,882.38,close,153.08096013880817,0.0,873.53,879.88,Uptrend,Uptrend
18,2009-04-07,short,2009-04-07 10:40:00-04:00,880.43,882.2567644577698,876.1086253593712,2009-04-07 11:26:00-04:00,882.2567644577698,sl,-100.0,-1.0,878.75,881.3,Uptrend,Uptrend
19,2009-04-08,long,2009-04-08 09:31:00-04:00,884.5684293028846,881.2331578153103,892.4583121855479,2009-04-08 09:54:00-04:00,881.2331578153103,sl,-100.0,-1.0,882.98,887.23,Uptrend,Uptrend
20,2009-04-09,long,2009-04-09 09:34:00-04:00,877.08,873.3004873287521,886.0207751185426,2009-04-09 12:00:00-04:00,882.38,close,140.22971904073356,0.0,875.28,880.38,Uptrend,Uptrend
21,2009-04-13,long,2009-04-13 09:25:00-04:00,896.43,895.4221299543341,898.8142066982774,2009-04-13 09:36:00-04:00,895.4221299543341,sl,-100.0,-1.0,895.95,898.55,Downtrend,Uptrend
22,2009-04-13,short,2009-04-13 10:28:00-04:00,896.7,899.114688651075,890.9878381187093,2009-04-13 11:48:00-04:00,899.114688651075,sl,-100.0,-1.0,894.35,897.85,Downtrend,Uptrend
23,2009-04-14,long,2009-04-14 09:09:00-04:00,891.08,888.9802707381957,896.047097288079,2009-04-14 09:55:00-04:00,888.9802707381957,sl,-99.99999999999999,-0.9999999999999999,890.08,893.1,Uptrend,Downtrend
24,2009-04-15,short,2009-04-15 09:01:00-04:00,889.83,892.7696209665261,882.8760637966896,2009-04-15 09:34:00-04:00,892.7696209665261,sl,-100.0,-1.0,885.98,891.23,Uptrend,Downtrend
25,2009-04-15,long,2009-04-15 10:05:00-04:00,890.8,887.3984385958769,898.8466976066879,2009-04-15 12:00:00-04:00,892.35,close,45.56730912225471,0.0,889.18,895.13,Uptrend,Downtrend
26,2009-04-16,long,2009-04-16 08:02:00-04:00,888.9971850890837,888.0162228868559,891.3177388781024,2009-04-16 08:17:00-04:00,891.3177388781024,tp,236.55894016595164,2.3655894016595163,888.53,889.78,Downtrend,Downtrend
27,2009-04-17,long,2009-04-17 08:37:00-04:00,869.73,864.8376308199958,881.3033366812243,2009-04-17 12:00:00-04:00,867.65,close,-42.51518892934869,0.0,867.4,874.33,Uptrend,Downtrend
28,2009-04-20,short,2009-04-20 09:33:00-04:00,877.43,879.5717238470406,872.3635607661589,2009-04-20 10:20:00-04:00,879.5717238470406,sl,-100.0,-1.0,875.03,878.45,Uptrend,Uptrend
29,2009-04-21,short,2009-04-21 09:23:00-04:00,893.98,896.0797292618043,889.012902711921,2009-04-21 09:53:00-04:00,889.012902711921,tp,236.55894016596716,2.3655894016596717,892.0,894.98,Downtrend,Downtrend
30,2009-04-21,long,2009-04-21 11:48:00-04:00,881.98,881.3920758066948,883.370787240662,2009-04-21 12:00:00-04:00,883.13,close,195.60344906626864,0.0,881.7,883.55,Downtrend,Downtrend
31,2009-04-22,long,2009-04-22 08:47:00-04:00,886.85,883.2804602549324,895.2940653897346,2009-04-22 12:00:00-04:00,885.98,close,-24.372890124060945,0.0,885.15,890.35,Uptrend,Downtrend
32,2009-04-22,short,2009-04-22 09:31:00-04:00,886.78,888.8797292618043,881.812902711921,2009-04-22 10:12:00-04:00,888.8797292618043,sl,-99.99999999999999,-0.9999999999999999,884.5,887.78,Uptrend,Downtrend
33,2009-04-23,long,2009-04-23 08:03:00-04:00,892.73,890.3153113489251,898.4421618812908,2009-04-23 10:00:00-04:00,898.4421618812908,tp,236.55894016596747,2.365589401659675,891.58,894.98,Downtrend,Uptrend
34,2009-04-24,long,2009-04-24 09:19:00-04:00,908.25,903.4836145757041,919.5253108439392,2009-04-24 12:00:00-04:00,910.8,close,53.499660077880726,0.0,905.98,912.6,Uptrend,Downtrend
35,2009-04-27,long,2009-04-27 10:19:00-04:00,908.83,906.2053384227446,915.0388716100988,2009-04-27 12:00:00-04:00,910.48,close,62.86524763033842,0.0,907.58,913.73,Downtrend,Downtrend
36,2009-04-29,short,2009-04-29 10:27:00-04:00,899.4,903.0325316229216,890.8069216916232,2009-04-29 12:00:00-04:00,901.23,close,-50.378088616009656,0.0,896.28,901.13,Uptrend,Downtrend
37,2009-04-30,long,2009-04-30 09:19:00-04:00,881.6,881.3900270738195,882.096709728808,2009-04-30 09:19:00-04:00,882.096709728808,tp,236.55894016593166,2.3655894016593164,881.5,884.6,Uptrend,Uptrend
